name,url,review_count,categories,rating,snippet_text,location,neighborhood,latitude,longitude,search category
The Courtyard Restaurant,http://www.yelp.com/biz/the-courtyard-restaurant-boston,47,"[[""American (New)"", ""newamerican""]]",4.5,This is a review for afternoon tea. Friend and i came at 3:30 on a weekday and they were very pleasant to accommodate us. They have us a seat next to the...,"{""city"": ""Boston"", ""display_address"": [""The Catered Affair"", ""230 Darmouth St"", ""Back Bay"", ""Boston, MA 02116""], ""geo_accuracy"": 8.0, ""neighborhoods"": [""Back Bay""], ""postal_code"": ""02116"", ""country_code"": ""US"", ""address"": [""The Catered Affair"", ""230 Darmouth St""], ""coordinate"": {""latitude"": 42.3493576049805, ""longitude"": -71.0782699584961}, ""state_code"": ""MA""}",Back Bay,42.3493576,-71.07826996,newamerican
Row 34,http://www.yelp.com/biz/row-34-boston,358,"[[""American (New)"", ""newamerican""], [""Seafood"", ""seafood""]]",4,"The food here is excellent!... and the service here is excellent!

The oysters were fresh and delicious and had many different sauce options. The entrees...","{""cross_streets"": ""Thomson Pl"", ""city"": ""Boston"", ""display_address"": [""383 Congress St"", ""Waterfront"", ""Boston, MA 02210""], ""geo_accuracy"": 9.5, ""neighborhoods"": [""Waterfront"", ""South Boston""], ""postal_code"": ""02210"", ""country_code"": ""US"", ""address"": [""383 Congress St""], ""coordinate"": {""latitude"": 42.3496337161869, ""longitude"": -71.0473232766807}, ""state_code"": ""MA""}",Waterfront,42.34963372,-71.04732328,newamerican
Deuxave,http://www.yelp.com/biz/deuxave-boston,310,"[[""American (New)"", ""newamerican""], [""Bars"", ""bars""]]",4,"All I know is that we left much happier than we came.

Made a reservation and request online for a more private and quiet table- which Deuxave completely...","{""city"": ""Boston"", ""display_address"": [""371 Commonwealth Ave"", ""Back Bay"", ""Boston, MA 02115""], ""geo_accuracy"": 9.5, ""neighborhoods"": [""Back Bay""], ""postal_code"": ""02115"", ""country_code"": ""US"", ""address"": [""371 Commonwealth Ave""], ""coordinate"": {""latitude"": 42.349521, ""longitude"": -71.089166}, ""state_code"": ""MA""}",Back Bay,42.349521,-71.089166,newamerican
Corner Tavern,http://www.yelp.com/biz/corner-tavern-boston,181,"[[""Bars"", ""bars""], [""American (New)"", ""newamerican""]]",4,I ordered the bacon and pepperjack grilled cheese sandwich. Came out of the kitchen fresh and hot. Very tasty sandwich. Highly recommended. Paired it with a...,"{""cross_streets"": ""Massachusetts Ave & Hereford St"", ""city"": ""Boston"", ""display_address"": [""421 Marlborough St"", ""Back Bay"", ""Boston, MA 02115""], ""geo_accuracy"": 8.0, ""neighborhoods"": [""Back Bay""], ""postal_code"": ""02115"", ""country_code"": ""US"", ""address"": [""421 Marlborough St""], ""coordinate"": {""latitude"": 42.3501587, ""longitude"": -71.0894318}, ""state_code"": ""MA""}",Back Bay,42.3501587,-71.0894318,newamerican
Jm Curley,http://www.yelp.com/biz/jm-curley-boston,413,"[[""American (New)"", ""newamerican""], [""Lounges"", ""lounges""]]",4,Friggen' yum! I came here this past Tuesday to enjoy some cocktails and dinner with a friend. Jm Curley does not take reservations so we showed up at 6:30...,"{""cross_streets"": ""Tremont St & Winter Pl"", ""city"": ""Boston"", ""display_address"": [""21 Temple Pl"", ""Downtown"", ""Boston, MA 02111""], ""geo_accuracy"": 8.0, ""neighborhoods"": [""Downtown""], ""postal_code"": ""02111"", ""country_code"": ""US"", ""address"": [""21 Temple Pl""], ""coordinate"": {""latitude"": 42.3551788330078, ""longitude"": -71.0623931884766}, ""state_code"": ""MA""}",Downtown,42.35517883,-71.06239319,newamerican
Eastern Standard Kitchen and Drinks,http://www.yelp.com/biz/eastern-standard-kitchen-and-drinks-boston-3,1290,"[[""American (New)"", ""newamerican""], [""Lounges"", ""lounges""], [""Breakfast & Brunch"", ""breakfast_brunch""]]",4,"Not only was the food fantastic, we had excellent service. We got there earlier than our reservation time and they seated us immediately. It was raining...","{""city"": ""Boston"", ""display_address"": [""528 Commonwealth Ave"", ""Boston, MA 02215""], ""geo_accuracy"": 8.0, ""postal_code"": ""02215"", ""country_code"": ""US"", ""address"": [""528 Commonwealth Ave""], ""coordinate"": {""latitude"": 42.348740324378, ""longitude"": -71.0960168391466}, ""state_code"": ""MA""}",,42.34874032,-71.09601684,newamerican
Drink,http://www.yelp.com/biz/drink-boston,1115,"[[""Lounges"", ""lounges""], [""American (New)"", ""newamerican""]]",4,There's a reason that this place has a line out of the door to get in most of the time: it's among the best places in Boston to grab a drink (but you...,"{""city"": ""Boston"", ""display_address"": [""348 Congress St"", ""Waterfront"", ""Boston, MA 02228""], ""geo_accuracy"": 8.0, ""neighborhoods"": [""Waterfront"", ""South Boston""], ""postal_code"": ""02228"", ""country_code"": ""US"", ""address"": [""348 Congress St""], ""coordinate"": {""latitude"": 42.3506699, ""longitude"": -71.0484619}, ""state_code"": ""MA""}",Waterfront,42.3506699,-71.0484619,newamerican
Bostonia Public House,http://www.yelp.com/biz/bostonia-public-house-boston-4,273,"[[""American (New)"", ""newamerican""], [""Lounges"", ""lounges""]]",4,"I reminded myself to Yelp about this place and now that I'm reading other reviews, I'm salivating thinking about it again.  I wanting to do brunch here for...","{""cross_streets"": ""Broad St & Chatham Row"", ""city"": ""Boston"", ""display_address"": [""131 State St"", ""Financial District"", ""Boston, MA 02109""], ""geo_accuracy"": 9.5, ""neighborhoods"": [""Financial District""], ""postal_code"": ""02109"", ""country_code"": ""US"", ""address"": [""131 State St""], ""coordinate"": {""latitude"": 42.359190557086, ""longitude"": -71.0544221359266}, ""state_code"": ""MA""}",Financial District,42.35919056,-71.05442214,newamerican
Five Horses Tavern South End,http://www.yelp.com/biz/five-horses-tavern-south-end-boston,151,"[[""American (New)"", ""newamerican""], [""Pubs"", ""pubs""]]",4,"Lot's of cool offering for brunch.

IF I had friends from out of town visiting, this would be a place I would sure treat them.

Really nice choices for beer...","{""cross_streets"": ""Claremont Park & Worcester St"", ""city"": ""Boston"", ""display_address"": [""535 Columbus Ave"", ""Boston, MA 02118""], ""geo_accuracy"": 9.5, ""postal_code"": ""02118"", ""country_code"": ""US"", ""address"": [""535 Columbus Ave""], ""coordinate"": {""latitude"": 42.3417445441842, ""longitude"": -71.0805253552637}, ""state_code"": ""MA""}",,42.34174454,-71.08052536,newamerican
Ward 8,http://www.yelp.com/biz/ward-8-boston,175,"[[""Cocktail Bars"", ""cocktailbars""], [""American (New)"", ""newamerican""]]",4,"I had such a good time at this place! The food, amazing. The staff, over friendly but not creepy. The atmosphere, fun and loud. The location, super strange....","{""city"": ""Boston"", ""display_address"": [""90 N Washington St"", ""North End"", ""Boston, MA 02113""], ""geo_accuracy"": 8.0, ""neighborhoods"": [""North End""], ""postal_code"": ""02113"", ""country_code"": ""US"", ""address"": [""90 N Washington St""], ""coordinate"": {""latitude"": 42.3653984, ""longitude"": -71.0586472}, ""state_code"": ""MA""}",North End,42.3653984,-71.0586472,newamerican
Lincoln Tavern & Restaurant,http://www.yelp.com/biz/lincoln-tavern-and-restaurant-boston,306,"[[""American (New)"", ""newamerican""], [""Italian"", ""italian""], [""Pizza"", ""pizza""]]",4,"Nice place to hit up for breakfast.  As breakfast places go, there are few and far in between.  I had the large breakfast which had two eggs, bacon, home...","{""cross_streets"": ""Dorchester St & F St"", ""city"": ""Boston"", ""display_address"": [""425 W Broadway"", ""South Boston"", ""Boston, MA 02127""], ""geo_accuracy"": 8.0, ""neighborhoods"": [""South Boston""], ""postal_code"": ""02127"", ""country_code"": ""US"", ""address"": [""425 W Broadway""], ""coordinate"": {""latitude"": 42.3365590721369, ""longitude"": -71.0474239289761}, ""state_code"": ""MA""}",South Boston,42.33655907,-71.04742393,newamerican
The Salty Pig,http://www.yelp.com/biz/the-salty-pig-boston,672,"[[""American (New)"", ""newamerican""], [""Italian"", ""italian""], [""Pizza"", ""pizza""]]",4,"Love the Salty Pig. I've been here at least 6 or 7 times, always trying something new. The beef tongue platter with goat cheese is my favorite. The mix of...","{""cross_streets"": ""Columbus Ave & Chandler St"", ""city"": ""Boston"", ""display_address"": [""130 Dartmouth St"", ""Back Bay"", ""Boston, MA 02116""], ""geo_accuracy"": 8.0, ""neighborhoods"": [""Back Bay""], ""postal_code"": ""02116"", ""country_code"": ""US"", ""address"": [""130 Dartmouth St""], ""coordinate"": {""latitude"": 42.3463669, ""longitude"": -71.0757446}, ""state_code"": ""MA""}",Back Bay,42.3463669,-71.0757446,newamerican
Sister Sorel,http://www.yelp.com/biz/sister-sorel-boston,65,"[[""Bars"", ""bars""], [""American (New)"", ""newamerican""]]",4,"I came here this weekend after eating at Tremont 647 (literally connected) for an after dinner drink. It wasn't too crowded for around 830pm on a Saturday,...","{""city"": ""Boston"", ""display_address"": [""645 Tremont St"", ""South End"", ""Boston, MA 02116""], ""geo_accuracy"": 8.0, ""neighborhoods"": [""South End""], ""postal_code"": ""02116"", ""country_code"": ""US"", ""address"": [""645 Tremont St""], ""coordinate"": {""latitude"": 42.3421910405159, ""longitude"": -71.0750721395016}, ""state_code"": ""MA""}",South End,42.34219104,-71.07507214,newamerican
Trophy Room,http://www.yelp.com/biz/trophy-room-boston-3,75,"[[""American (New)"", ""newamerican""], [""Cocktail Bars"", ""cocktailbars""]]",4,What a hidden gem.  Wife and I are visiting from Chicago and came here because there were multiple items on the menu that appealed to us.  We were seated...,"{""cross_streets"": ""Arlington St & Berkeley St"", ""city"": ""Boston"", ""display_address"": [""26 Chandler St"", ""South End"", ""Boston, MA 02116""], ""geo_accuracy"": 9.5, ""neighborhoods"": [""South End""], ""postal_code"": ""02116"", ""country_code"": ""US"", ""address"": [""26 Chandler St""], ""coordinate"": {""latitude"": 42.3469703698508, ""longitude"": -71.0711350197154}, ""state_code"": ""MA""}",South End,42.34697037,-71.07113502,newamerican
Sam's,http://www.yelp.com/biz/sams-boston-3,345,"[[""American (New)"", ""newamerican""], [""Burgers"", ""burgers""]]",4,"Outstanding.  

A stop on our Boston Reunion

We were a group of 18.  18!  We made our rez about 3 months in advance.  They were fantastic on all aspects of...","{""cross_streets"": ""Courthouse Way"", ""city"": ""Boston"", ""display_address"": [""60 Northern Ave"", ""Waterfront"", ""Boston, MA 02210""], ""geo_accuracy"": 9.5, ""neighborhoods"": [""Waterfront"", ""South Boston""], ""postal_code"": ""02210"", ""country_code"": ""US"", ""address"": [""60 Northern Ave""], ""coordinate"": {""latitude"": 42.35447, ""longitude"": -71.04446}, ""state_code"": ""MA""}",Waterfront,42.35447,-71.04446,newamerican
Kitchen,http://www.yelp.com/biz/kitchen-boston,186,"[[""American (New)"", ""newamerican""], [""American (Traditional)"", ""tradamerican""]]",4,"Giving it a four because the service was outstanding (probably because it was a Wednesday night). 

The food was alright, a 3/3.5 out of 5. I received a...","{""cross_streets"": ""Clarendon St & Union Park"", ""city"": ""Boston"", ""display_address"": [""560 Tremont St"", ""South End"", ""Boston, MA 02118""], ""geo_accuracy"": 8.0, ""neighborhoods"": [""South End""], ""postal_code"": ""02118"", ""country_code"": ""US"", ""address"": [""560 Tremont St""], ""coordinate"": {""latitude"": 42.3437225818634, ""longitude"": -71.0719882696867}, ""state_code"": ""MA""}",South End,42.34372258,-71.07198827,newamerican
The Gallows,http://www.yelp.com/biz/the-gallows-boston,514,"[[""American (New)"", ""newamerican""]]",4,"5 stars because they taught me that scotch eggs are a thing.

As if that weren't reason enough to come here, they also have a killer beer list, addicting...","{""cross_streets"": ""Union Park St & Pelham St"", ""city"": ""Boston"", ""display_address"": [""1395 Washington St"", ""South End"", ""Boston, MA 02118""], ""geo_accuracy"": 8.0, ""neighborhoods"": [""South End""], ""postal_code"": ""02118"", ""country_code"": ""US"", ""address"": [""1395 Washington St""], ""coordinate"": {""latitude"": 42.3411771655083, ""longitude"": -71.0700604319572}, ""state_code"": ""MA""}",South End,42.34117717,-71.07006043,newamerican
Cafe Madeleine,http://www.yelp.com/biz/cafe-madeleine-boston-2,68,"[[""Bakeries"", ""bakeries""], [""Desserts"", ""desserts""], [""French"", ""french""]]",4.5,"This place is a hidden gem!
Must Try: chocolate ganache, lemon meringue, and apple crisp pie. Their ham and cheese croissants are also amazing, flakey,...","{""cross_streets"": ""Claremont Park & Worcester St"", ""city"": ""Boston"", ""display_address"": [""517 Columbus Ave"", ""South End"", ""Boston, MA 02118""], ""geo_accuracy"": 9.5, ""neighborhoods"": [""South End""], ""postal_code"": ""02118"", ""country_code"": ""US"", ""address"": [""517 Columbus Ave""], ""coordinate"": {""latitude"": 42.3420690000057, ""longitude"": -71.0799805819988}, ""state_code"": ""MA""}",South End,42.342069,-71.07998058,french
Menton,http://www.yelp.com/biz/menton-boston,278,"[[""French"", ""french""], [""Italian"", ""italian""]]",4.5,"Thanks to Brian Mcguire for bringing me to this resto. $175 per person (8 courses meal). I was food-drunk by course 5. Friendly and knowledgable staff,...","{""cross_streets"": ""A St & Pittsburgh St"", ""city"": ""Boston"", ""display_address"": [""354 Congress St"", ""Waterfront"", ""Boston, MA 02210""], ""geo_accuracy"": 8.0, ""neighborhoods"": [""Waterfront"", ""South Boston""], ""postal_code"": ""02210"", ""country_code"": ""US"", ""address"": [""354 Congress St""], ""coordinate"": {""latitude"": 42.3505669, ""longitude"": -71.0485001}, ""state_code"": ""MA""}",Waterfront,42.3505669,-71.0485001,french
Sycamore,http://www.yelp.com/biz/sycamore-newton,111,"[[""American (New)"", ""newamerican""], [""French"", ""french""]]",4.5,"My favorite restaurant and my wife's too. We like to go out to dinner. Have tried l'espalier, number 9 park, craigie on main, just to get an idea of what...","{""city"": ""Newton"", ""display_address"": [""755 Beacon St"", ""Newton, MA 02459""], ""geo_accuracy"": 9.5, ""postal_code"": ""02459"", ""country_code"": ""US"", ""address"": [""755 Beacon St""], ""coordinate"": {""latitude"": 42.330604927028, ""longitude"": -71.1917033039405}, ""state_code"": ""MA""}",,42.33060493,-71.1917033,french
Navy Yard Bistro,http://www.yelp.com/biz/navy-yard-bistro-and-wine-bar-charlestown,165,"[[""French"", ""french""], [""Seafood"", ""seafood""], [""Steakhouses"", ""steak""]]",4,"For a weekend trip escaping New York City, my significant other and I popped into Navy Yard Bistro for a wonderful Valentine's Day dinner. 

Even with...","{""city"": ""Charlestown"", ""display_address"": [""1 6th St"", ""Charlestown"", ""Charlestown, MA 02129""], ""geo_accuracy"": 9.5, ""neighborhoods"": [""Charlestown""], ""postal_code"": ""02129"", ""country_code"": ""US"", ""address"": [""1 6th St""], ""coordinate"": {""latitude"": 42.3751096038333, ""longitude"": -71.0549084841138}, ""state_code"": ""MA""}",Charlestown,42.3751096,-71.05490848,french
Craigie On Main,http://www.yelp.com/biz/craigie-on-main-cambridge,969,"[[""American (New)"", ""newamerican""], [""French"", ""french""]]",4,"Burger and beer... (with a Brouwerij De Ranke XX Bitter Belgian IPA, $12)

Over the course of 20 or so visits, the legendary Craigie bar burger has always...","{""city"": ""Cambridge"", ""display_address"": [""853 Main St"", ""Cambridge, MA 02139""], ""geo_accuracy"": 9.5, ""postal_code"": ""02139"", ""country_code"": ""US"", ""address"": [""853 Main St""], ""coordinate"": {""latitude"": 42.3634817952265, ""longitude"": -71.0986128859795}, ""state_code"": ""MA""}",,42.3634818,-71.09861289,french
